Letters,Target
"ac AIG Technical Services, Inc. TOXIC TORT CLAIMS DEPARTMENT 80 Pine Street ~ 6th Floor New York, NY 10005, i: 212/770-7149 August 14, 1996 Certified Mail Return Receipt Requested Philip Morris Management Corp. 800 Westchester Avenue Rye Brook, New York 10573-1301 Attn; Ellen Dimech Coordinator, Insurance Claims Dear Ms. Dimech: Reference is made to your May 10, 1996 letter, our response dated June 10, 1996, and your letter dated June 21, 1996. National Union Fire Insurance Company of Pittsburgh, Pennsylvania (“National Union’) has had an opportunity to review the above pleading, policy number BE 308-3853, as well as other material. As a result of this investigation, National Union is now able to provide a coverage position with respect to this matter. National Union policy BE 308-3853 in effect for the period of May 1, 1992 through May 1, 1997 (extended by Endorsement) is an Umbrella Liability Policy. It provides $25 million single limit coverage for any one occurrence, for personal injury or property damage in excess of the amount of the underlying insurance. For the policy year 1995- 1996, primary coverage was issued by Kemper National Insurance Company under policy number $AA-038-170-00 providing $5 million primary coverage. The National Union policy also provides limits of $25 million in the aggregate for the policy period, An action was commenced on or about April 23, 1996 in the United States District Court in the Middle District of Tennessee under case number 3-96-0376, styled Mack Shults v. Philip Mortis. Inc. The case appears to be active. The file contains a Notice of Initial ‘Case Management Conference of June 6, 1996. 51241 (904 9729909202",0
"Bi n Sig Ac Presented all micro brand ideas to Guy Blynn on July 21. He foresaw no immediate problems with launching any of the four ideas. Gave go ahead. To meet with KBA and Gyro on July 27 to push forward the 1996 micro brand marketing plan for 1996. To discuss Red Kamel, Cigars and bar packs. To finalize testing of micro brand concepts with Emily Etzel and agencies, Meeting with Tom MeCoy, tobacco international, concerning the cigar relationship RIR has with General Tobacco. General Tobacco makes the Macanudo and Partagas, cigars which are the lightest and most popular cigars among young adults. Debbie Crotts to have Red Kamel packaging and stick design done on July 28 fro review. Need to finalize the role and contract with Fran of Gyro and discuss the incremental costs from KBA’s involvement with microbrands. Need to begin negotiations with Cigar Manufacturer ASAP. RJR has an indirect relationship with General Cigar through TI. RJR0000000515050712 70018 7225 gee9 008zS",2
"far Postfach 200490 * Jugend, Familie und Gesundheit Paap 0228) 338 309 2. _ {ede Gher Vecmting #41? Femectratber B&S817 Dianetaks: Kennedale 16-107 Zoecon Corporation 975 California Avenue Palo Alto, California 94304 - UBA - Betr.: Riickstinde von Methoprene (Kabat) in und auf Tabakerzeugnissen Bezug: Thr Schreiben vom 4, Februar 1980 und mein Schreiben vom 29. Februar 1980 - 432-6245-4/60 - Sehr geehrte Herren, die von Ihnen am 4. Februar 1940 eingereichten Unterlagen habe ich dem Bundesgesundheitsamt in Berlin, das fiir mich in toxikologischen und anderen gesundheitlichen Fragen so- wie in chemischen Angelegenheiten gutachtlich tatig ist, zugeleitet. Das Bundesgesundheitsamt hat mich dariiber in- formiert, da8 nech riickstandsanalytischer und toxikologi- scher Priifung der vorgelegten Unterlagen keine Bedenken gegen Rickstinde von Methopren, 11-Methoxy-3,7,11-trimethyl- 2,4-dodecadiensdure-isopropylester, in Héhe von 15 ppm bei Tabak bestehen. Es wird in Erwigung gezogen, bei einer An- derung der Héchstmengenverordnung Pflanzenbehandlungsmitte) von 13. Juni 1978 (Bundesgesetzblatt I S. 718) fiir Rickstande von Methopren eine Héchstmenge von 10 ppm fiir Tabakerzeugnisse in dieser Verordnung festzusetzen. Eine Héchstmenge von 10 ppm erscheint ausreichend, weil die empfohlene Aufwandmenge nur 40 ng/kg Tabak detriigt, die Héchstmengenfestsetzung sich euBerdem auf die zur Abgabe an den Verbraucher bestinmten Tebakerzeugnisse bezieht und weil bei der Verarbeitung des Rohtabaks und den vielfach iiblichen Mischvorgéngen eine Re- duzierung des Methoprengehaltes zu erwarten ist. BLZETETOOS",0
~Original Message- » 5Z189825802,2
"FE William Free & Company, Inc. NEW YORK MIAM! LONDON Decenber 30, 1974 Ur. J. R, Costello The Anerican Tobacco Company 286 Park Avenue Mle L deta~ Naw York, ew York 10017 Re: Dear Bob: There is a further requirement to release another $1,000 from the combined SILVA THINS Filter, Space and Production Budgets in addition to J. Logan's $1,000 reduction on 12/26. Space Prod. Combined _ Current Budget $1,450,000 $11,000 $1,461,000 Auth. to Date 1,448,784 11,053 1,459,837 $1,216 $ (53) $ 1,163 AS a result of the above, the Space Budget can be reduced ty $1,000 to $1,449,000. Cordially, David W. Jackman bWa/dt cc: C, A. Jackson Fealey 2 Logan My 400 PARK AVENUE, NEW YORK 10022, 832-7200",0
,4
"From: Smith, Carr To: Mullens, Melissa A. Last Modified Date: 1999-Jun-02 08:29:09 Last Touched Date: Sent Date: 1999-Jun-02 08:29:09 Received Date: 1999-Jun-02 08:29:09 Subject: Reduction in Ames Salmonella Mutagenicity of Mainstream Cigarette Smoke Condensate by Tobacco Protein Removal RJR0000001707103154 70030 7563 9Z0b -06zS",2
Rise spor op mh Neur SALEM SUPER [tine! = 3 Premium ~~ length \_ Refreshes your taste a few moments longer and aren't you glad! New Supe King Sze Salem ives you afew moments ‘more ol the famous taste thal’ springime kesh ifsthe one laste worh ‘making longer. So lke yourim...and enjoy tl,4
"S-911-18805-1 NGST otsr-9¢o0e ""3c ‘worsunse “AUN rong guoanntg $2 ausu 2002196 2917 ssmgiSTE 0 asoys oyu A esse20U 0, ‘samp pred 280d 0d (999) sa199 souerRaiy WyBUKdo 24 ypuuoyuryurU9A0D pOwaIUy 3K 204d ay) nod “s.Asoq.0 4 Sup10294 9 “sues Aue Aq 20 wo} Aue ut ‘pomnusuen pewsosaa SS} 1Y ss0u919§ 917 [eUONEENH 000 (2505293464 “O'q ‘worBuryseAy ssid ISTL soups, ITN uRS “WE “wyNINE “f ‘AYopREYY “TL {uol0Y “SH ‘TepAH{ *f ‘SWILH “O'D “WANSFID “DY “quomBung “Tq joss “a “weg Cy ‘Soreg ‘Ad uoHn]|od Iny JO sjooyq oruoryD pue anoy vaamjog sdrysuonejay Jnig-ursionpg AYO “1 pue YOHUISH */) AITUNNSUT Sadua!OS af] [BUONeWISIW] © SHAVUDONOIN ‘au Aq porosuods ISI",6
"Subject: RR Interoffice Memorandum Invention Disclosure: Date: July 25, 1986 Friction Heat Source within a Cigarette Type Structure RE: Project Beta Gus Borschke From: D. L. Potter A. E. Westmoreland Nicotine is considered a significant source of flavor per- ception in a cigarette. It is well known that flavor and nico- tine delivery can be significantly enhanced in a non combustion cigarette type product if a heat source can be applied to the nicotine and flavor containing tobacco or compartment of the product. Devices have been disclosed in the patent literature which discuss several methods of providing a heat source without combusting the tobacco. [See (PCT) WO 86102528 (9.5.86)] In this patent, methods suggested to provide a non combusting heat include: An electric battery connected to a heating coil. A gas burner device. © Liquids which produce heat when mixed. This disclosure presents an alternate means of producing the desired heat through the force of mechanical manipulation by the user to produce friction heat. Within the shape of a cigarette rod there are several forms of friction which can be incorporated. Three of these are listed here with illustration but they are not intended to limit the scope of this disclosure. 1, Friction Induced Through Flexing a Material: In this design, a material is placed inside the rod structure that when repeatedly flexed will produce heat through the molecu- lar friction within its structure. This is much the same as a wire becoming hot when repeatedly bent back and forth to break the wire. The material may be a metal, bimetal, spe- cialized polymer plastic or other suitable material. ‘A memory should be incorporated into the design to return the rod shape to a straight form during and after flexing. This may be incorporated into the rod structure, as a separate material within the rod or as a part of the friction material, 1608 zezts",0
"“FAMILY HEALTH GERALOM. KNOX: Rae W/TOISTO! “The ieee eseps and pons, whether he ‘rereies or nots whether hes aleep oF fot and hse oimately becomes soley cued on that next breath “This treathlesnes icieats a lous of dati, even deutucton, ofthe smallest ‘Sevaye in the lung When the aieays ‘ventally collapse, whatever asin them EE'eapped. At time goes on and more and more tir is wapped inthis fashion, thee aprant pockets may no onl tear reper able oles deep inthe lung but atally ‘ause permanent and ever increasing ie ion. Ths falloolag produces “barrel thes"" one of the few ver sigs of this Stir gene ""As the: less progresses, lager and larger ares inthe Hinge ae exposed aly fonetholale snd used ai, and the whale ody flected. The heart pumps furiously tad the Brain—starved for oxygen— ‘rates a general depression, suggshnes, Sd rab. “The cae: debilitating, deathly disease known a plmonary empyema. What Is emphysema? “The irwaye inthe lungs have been com> ured toa uprisesdowa Uee, The achea Errrindpie form ts trunk, thee bronchi Kemain ranches, and, in descending ae, the smal bronchi tbe bronchioles, and te ty airsee or alveoli wigs and leaves, ‘Sela eximate that inthe fogs ofan ‘dul thee may be 780 milion alveat. Tt ‘Bthei function, trough tbe minute ap Tare in their walls, to exchange cach breath a resly draw oxygen forthe car on dui carried by the blood from ‘thes pats of the body, This exchange is fe ofthe primary functions of ile and, Shon iis ieupted In any fashion, the hure oxpanim involved ‘Medically. emphysema clase, with fonprasing bronchi and asthma, a SMfonie structive long. dacase.” and nay appear either lone ori con (with one of tse oer madi. is peimary symptom i shortness of breath often aecompanied By heavy ‘cough, sometimes by ehvonie bronchi Emphysema never sacs suddenly. In- send slowly progesies over the years 35 Editoe a felt of a number of ekcumstances. A feson, with emphysema, for example, roby had several ery bal cli, with Feary couphing, cach winter for the past few years But wie the colds go away {he cough remains, often witha slight ‘thecsing, In many cases the vit has {eared fo ve ith these minor dione ort, unaware of the danger ahead. ""Emphysems today ranks. the third American ir, immediatly after heart <acase and cancer. Tis the second most. ‘Sommon disease smong workers receiving ‘eabity compensation from social se fy. And though, unlike tuberculosis em physema isnot mandatory reporabie. [Eeatimated that a million persons ia the United Sates are veins What causes emphysema? While ite eave i not precisely Known, hyscans today say tha emphysema iss part the product of thee extancous I= Piations: Nong ating infection by the Ma fo a succston of lngiy cols ae pole {ions and. smaking “The U.S. Public esi Serve saye at te ok teat ‘eases ea os rete Tor oe Tafa here no ample cue. Since there is no way, even with X 49,10 detect emphysema ul approximately a third ofeach lung i volnede—and there Sno. pain to pte waring-—ihe symp tomate shortness of breath may. not Be ‘eal evident for alg as 20 oF 30 years ina sedentary perso. tn other eases, par= teslrly where chronic bronchitis aso factor death may secur ia year oF two In gereral emphysema is a dsease of the Imiddoaped and ehely. thot may p> ear cczasoally In younger people Flow can emphysema be prevented? See the permary cause of emphysema i fnknoms, is aoe pombe to prevent i Sr ahiolie sense However, more and more doctors ae becoming convinced {here are a ast four specie thins you ‘an do to help stop emphysema before it Stans, and resent researe indicates Cre may even be a way to predict MAY 11 1973 PT BEECRE-Fi STARTS +” ° respiratory intions 1 linger for wonky Lekeat ASA, Fin gi Bete eager aye that he wnat tabaci pens momar Paar Bali cr yondont SE teste Sense tat spre imag he fim cam of crane wove och BES cms bes lpcn eance stempissone i | ister smoking exons empyaem ince there clearly appcrs fob a ma eyes) ou should do whatever youcan to avid pats air, OF course, hn may found ING hollow adie to ety Uwe, ari semrkabe how many peop occa expo temas Sant or tamer of vey bin. “Tied, dont allow cols oF any other ‘neni, See your doctor for such silent Sha have them accurately lagnowd aed tweaed. ‘And, fourth it may be worthwbie to get as much rou exten ss posible TRS Imcane exerci that demand efor from Sour heart and hugs. Such as running, ESimming, fst walking. Of couse, mabe Sure youte in good enough condiion Io Stare these execs in theft pcs “One ofthe most hopefUl pices of re= ‘cach now being dont on empysema the attempt to ducover is gene code ‘termining whether ee not teres 2 he fediary tendon toward the Jesse 0S ‘een found or champs tht 2 Bod pr {tin mado ithe ler, called any, Fels keep the longs healthy. Ths Boos protein scone tae ming im exrtsin eas EF emphyssinay andi amance may he Slgnfean factor in slowing tho oiene logsta str Ina fow year tie, thee ‘Sdics may result in asimple est to deter= tino a person's suscepti to emp Coat",9
Only Real the natural cigarette “can taste so rich yet be low tar. “ Follow your taste to Real.,4
2083779185 Sas:,9
"Enclosed is a deskdrop on the MSA and Cigarette Branded items. ® V6ESELEFINT Before you begin shipping, please have the attached spread sheets completed by each office. 1 need to know what may be shipped so | can alert the recelving location as fo origin of shipment and expected cantents of each shipment. ‘The attached Excel work book contains 16 pages that are already formatted for input. The only thing that needs to bbe done is to input each office's inventory on a separate page. More pages can be added to the work book and the format copied over if necessary. Page 1",2
"Vat Ne? the vterus and tubes in females. may result from early mesonephric disorders: the associa: tion of malformations of the internal sex structures with renal agenesis being of special importance?” AS far as it was possible to ascertain, the patients reported hid no renal abnormalities that were either palpable ot ‘demonstrable by intravenous prelographs: Finally. iti possible thatthe genes and the factors which were responsible fr the abnor: smal internal sexual difleremiation in these patients were im the auiosomes, as autosomes ate also knoven to participate in sexual dfferen- ‘Whatever ate the factors that infuenced the sexual differentiation in these patients. our Patient No.4 deserves aspecal mention. since its also not easy to explain why the parts of ‘the Mullerian ducts inthis patent. that ought to have formed the uterus were displced from the midline towards the sides of the pelvis, Maybe there is yet an unidemmified factor that formally ""holds"" the wo mlletian dusts {ogether in the midline prior to their fasion. This type of Mulleian duct anomaly has not. to the bes of your knowledge been previously reported. asin almost all epors reviewed the reminants of the Mullerian duct systems are either usually found in the midline position, ‘betseen the bladder anteriorly and the colon posteriorly if the patient has bistera! oveies. ‘rif there is an oveiests or testis. the rudimentaty vietus may be pulled into the froin or scrotum by the descending testis or ovostestis ‘Until factor “*X” can be identified, mea: sured and its effect studied, os the effects of androgens have been studies in experimental animals. and unil the definitive influence of ‘the autosomes on sexual differentiation can be exactly defined, clinical sexual anomalies Hike the ones presented here, can ony b= subjects ‘of probabilities. Their estment ane if poss ble, prevention will alvays be difficult. We ‘believe tho: the similar findings in all the {utients reported are net kes tobe by chance Marbe they constitute apart ofa syndrome net yet fully idemuified ‘The clinical importance of the cases here reported is the effect of the symptom of ‘imary amenorthces in our povents. In Aver oes ‘community when menstruation and child beat ing are highly treasured, primary amenorrhoes which can rot be tested (as when such amenorrhea is due to congenital absence of the uierus) isa very strong cause of anxiety and frustration in our patents. Such women ate usually referred 10 as freaks. by their neighbors: most of them do not find husbands easly and those who do, usually get diverced ‘shen child bearing is impossible. Such pa- tient, ae often met within clinical practice, seeking to benefit from modem medical cae Unfortunately, when congenital absence of the wleras is the cause of primary amenor- ‘hoea, modera medicine (not even withdrewal bleeding from cyclical estrogen therapy) has nothing to offer to such patients. In our ‘community this is expecially diseppointing as, such patients do not usually accept our expa- ration that thing can be done to cue thei symptom of primary amenorrhoea. I is there- {fore net uncommon for these patients 10 seek help from traitional herbaiss who usually insert caustic pessares into their vagina. These ‘an either lead to the patients’ death due 10 toxic effects onthe patients"" kidneys or may lead to acquired vagina stenosis sin our No. 4 patent. This wsually narrows further the already shortened vagina in these patients, and ‘worsen the dyspareunia which most of them have. It is hoped that when moder education ‘becomes more readily available to most of our Patients. this dangerous treatment by. the ttadtional herbalist wil cease. SUMMARY Four patiens, seen ina three end one half year petiod with primary amenorthoes due to ‘congenital absence of the wleras, have been presented. They all had normal 46XX female chromosome karyotype ftom peripheral leuco- ‘tes cultures, had normal ovaries, and well <eveloned Faliopian tubes. The patient who had unfused and laterally displaced Mullerian ducts structures is belived tobe the first of its kind the literature reviewed. Atlemps were ‘made to expla these abnormalities based on the results ofthe numerous experiments on the differentiation of the external and internal Benita, which have proved that androgens re the muin inductors ofthese an",6
"St? Acknowled, RB. Cohen” The Sarcoma, Breast Cancer, Lung Cancer, and Adrenocortical Carcinoma Syndrome Revisited Childhood Cancer Boory-Prinvach MD; David A. Katz, MD; Patrick J. Bogard, MD; Jane F. Lynch, BSN ‘© Wo studied two children who hed thabdomyosarcoms and gilloblestoma ‘end whowere rom afemily with ohered. tary cancer syndrome that wae charac: ‘terlzed by sarcoma, breast cancer, brein tumors, lung cancer, laryngoe! ca ‘nome, loukemie, and adrenocortical oar. ginoma, Te erserous genatys ‘now been expressed through the tour ‘Goneration of this large Kindred. The Pedigree emphesties tho need for an extended history of ceveral goneratione ‘0 arrive at a hereditary-synarome dlog- ‘noale. A limited pedigree may teoult i Roneppreciation of the genetic compo. font. The pedigree Mustrates that, in ‘certain circumstances, the highly spe- ‘otfle varieties of cancer may occur in children before It le expressed in the arent who carries tho putative gene, Pediatricians, in evaluating the causes ‘of childhood cancer, must be cognizant ‘of cancar among adult relatives, since (Aube 1995;199:194-138) A Bizmificant but stil! unknown frac- tion of childhood cancers are due to Primary genetic factors.’ The ding noxis of those hereditary cancer syn- dromes in which childhood eancers oc- cur as genetic components will be ex- edited by knowledge ofthe particular Sisorder’s natural history and possible pattern of tumor types. This must in- clude those lesions that may appear in ‘adults and are consonant with the vari- partmanie of Preventive Heth sence at ait Unraty Seea of Medeor we Hereditary Cancer ints, Saha Br Lynch ediine, Craton Unters Schock ef Wed ‘Ste, Caldomleat 2th Soet,Grahe: NE @rifgoon"" 194 AJOC—vo! 190, Fob 1985, able expressivity of the deleterious cancer-prone genotype. Unio:tu- Hately, many clinicians are not cog nizant of the extant pleiotropy of ean cerprone genes, some of which may predispose to a bizarre spectrom of ‘cancer types within a given family and which, on occasion, may involve all three germinal layers. The age st on- fet of a specific cancer may also be extremely variable in hereditary forms of eancer, although the average age at onset will be significantly ear. lier than the sporadic counterpart. ‘Most studies of cancer in children, ineluding the Oxford Survey of Child. hhood Cancer. have focused almost ex- clusively om cancers of infancy and <hildhood. They have given only lim- ited attention to.ancerin family mem bers. When hereditary factors have ‘been considered, indepth evaluation ‘of cancer inadults hae often been given little attention. Hence, those heredi tary cancer syndromes that are char. acterized by doth childhood- and adult- onset cancers have been frequently missed. However, one noteworthy ex. ception is the recent study by Birch cet al in which the health status or ‘cause of death in the mothers of 143 children with soft-tissue sarcomas ‘were thoroughly investigated, Inter estingly, six of these mothers had the Premenopausal onset of breast cancer and two of them had bilateral disease. This represented a threefold excess risk of breast cancer. We previously described an ex- tended kindred that showed a broad ‘spectrum of cancer; namely, sarcoma, breast cancer and brain tumors, lung cancer, laryngeal carcinoma, leuke- mia, and adrenocortical earcinoma, which we referred to as the SBLA ayndrome.* This disorder had been PUBLICATIONS previously discovered in four nuclear Kindreds by Li and Fraumeni” who ‘eubsequently published a prospective ‘observation of these families that cov. ered a Wyear time frame (969 through 1961)* Of interest was the fact that in 31 surviving family members, 36 additional cancers developed (the expected number was 0.6) Five of these were carcinomas of the breast, four were soft-tissue sarcomas, and seven were cancers at other anatomic sites. Eight of the patients had multi- ple primary eancers. Four eancers oc. curred at sites of prior radiatherapy (three soft-tissue sarcomas and one mesothelioma). ‘Our purpose is to describe two sib- lings who were affected by cancer: namely,  G-yearold boy with rhab- omyosarcoma, and his sister, who died at the age of 11 year with a stioblastoma. These children repre- ‘sent a fourth generation ‘with ayn rome cancers in the original kindred with the SBLA syndrome.* REPORT OF CASES Case 1.—TWhe frat tarmor, rhabdomye- ‘arcoms, was from 2 soft-tieoe lesion sbove the right eye in a 24-yeurald bey. (Figure, V-6) This consisted grey of « grayswhite fragment of soft tone, The Jesion was composed of smal, spindle: ‘ahaped cele that contained round to ovold Ihyperchromatic nuclei swith Lite eytor plasm. “Numerous mitotic figures were present. The patient received chemother ‘apy based on a protocol for rhabdomyorar. ‘coma, stage 1, which included vintine, <daetinomycin, and oral eyelophosphamide, He had an excellent response, as evidenced by his disease-free aurvival tothe ape of 8 years atthe time of thie writing ‘Case 2.——The second instance was that ‘of glioblastoma ef the cerebral cartes in the 1Oyearold slater of patient 1. Greely. CChitmood Cancor—Lyncn etal 023828",6
"@Ancrc <Brantls Ine Ys (ib May 13, 1992 Coos Ockers The American Tobacco Company Six Stamford Forum P.O. Box 10380 Stamford, Connecticut 06904-2380 Re: The American Tobacco Company Opposition against the Trademark AMERICAN la! r Dear Coos: Our associates have now informed us that the opposition filed against the application AMERICAN by Confites Ecuatorianos C.A., Application No. 22611/90, has officially been declared abandoned since they did not respond to the opposition prior to the expiration of the legal term. Enclosed is a copy of the Official Notice, 920465, of January 24, 1992 for your files. verf\truly yours, hor Deborah L. Kramm DLK/mr Enclosure",0
"Happy nev, smoke... with an upbeat flavor! * Lacy: Ohk! forgot my cigartes. Driver, you inuldtSagpen' gaser: Sure thing, lay. Try the new Parliament’ } + Thanks. Say, what @ handsome box. And a reorssed filter, too. | jpll’s a nifty cigarette, all right, 1's got expensivg toboor, too. You can tell. Like it? tapy: Mmm 2. . lo& itl, What a wonderful flavor!",4
"Sent! Thureday, December 23, 1990 3:08 PM To: ENNIFER_STEBNER@starcommortivide.con! cet ‘Jenner robecti@yr.com; Sansone, Jed Mt; Daragan, Karen M; ‘cae detingorstarcomwortide cont Subject; NGN Jennifer, I met with Adam Haber of NGN (Next Generation Network). This is the company that has placed ty monitors at retail to run a series of 10 second spots (without audio) as well as the weather, the time and sports scores. | think this medium shows promise, particularly for our new work in 2000 to help prevent 3rd party sales. It could also make sense for our parent messages as well as tween messages in those locations that are near schools where kids shop. ''d be interested in your take on the effectiveness and efficiency of this medium, so can you please give him a call? Adam can be reached at 212-931-8107. thanks. KC ‘Youth Smoking Prevention V9T9S9LZLOZ",2
"Usd Tedeey Martin, 1994 pp 1A Stop harassing smokers There's no OPPOSING VIEW Baye to keep telling people what everyone has already heard. A primer coaching anti-smoking activ- {sts how to get media coverage noted that “coverage of smoking ... has enjoyed an extraordinary run.’ ‘That same brochure, a project of the federal government and an anti-smoking group, also told anti-smoking activists how to dress during interviews, This well before the latest publicity barrage. Recently, yo probably read. claims that there is something, so compelling about cigarette advertising that it makes non-smokers turn to smok- ing, Never mind that in countries with to- tbacoo ad bans you may well find more adults and youngsters smoking than here. ‘There have been stories about fast-food restaurants. McDonald's, it seems, wants smokers 10 eat their burgers somewhere else, Never mind that smoking and non- smoking areas can accommodate all. Stories report the Food and Drug Ad- ministration may move to regulate ciga- rettes and claim manufacturers add nico- tine to cigarettes. Never mind that after ‘manufacturing, there is less nicotine in cig arettes than naturally occurs in tobacco. ‘Smokers are being singled outas the only soup of taxpayers to pay the bill for health are reform. Never mind that this would require that all notions of tax fairness be thrown out the window. ‘This paper now suggests that smokers ‘pay taxes to finance more government anti- smoking messages. Never mind that those ‘are messages that Americans young and old alike already understand and believe. ‘These are messages already reinforced con- tinvally and pervasively by the media, the government, schools and others. ‘Before asking smokers to pay more for their own harassment, consider: More in the USA are aware of health claims about smoking than can identify ‘Wash- ington; ‘nearly every American believes smoking is harmful; only 1 of 3 knows Je- sus delivered the Sermon on the Mount. ‘One state health department produced advertisements with smokers’ money that vilify cigarette manufacturers. This ap- proach — attacking the tobacco industry — was recently rejected by the federal gov- ‘ernment after testing indicated such mes- ‘sages “did not communicate clearly and ef- fectively to an audience of young teens.” ‘Clearty, we don’t need to ask smokers to pay for extravagant and expensive efforts to tell people what they already have heard. eg aha TIMN 327454",9
"COPY APPROVAL Please respond as soon as possible DATE To: — Matin. hhnaior FAY #: FROM: — Becky Wladis [ave avovot TEL #: 914-335-1870 FAX®: 914-335-1883 800-762-3297 (US. only) — PAGE(S) SENT The following item is for the next issue of PMGLOBE. Please review for accuracy. Please fax any changes to me or call with your approval as soon as possible. Many thank: Feasting on arts Cte GRBENSBORO, N.C.—Named by the Southeastern Tourism =_ Society as one of the Southeast’s a ‘top 20 events of the eeasan, the ninth anal African-American ‘ris Festival here offers a ments dpe pon eg ene Ch (One of the highlights ofthe festi- 1 val, wien rans through March 19) is the Karamu, a traditional sy 18v¥9 b0v0%",9
"Original Messageo— From: Karen, Chaikin@priusa.com [SMTP:Karen.Chaikin@pmusa.com] Sent: Friday, June 22, 2001 2:18 PM ‘To: ccaviechio@changingourworld.com; Eric.D.Ostern@pmusa.com Ce: in_bird@nye.bm.com; Erie.D.Ostern@pmusa.com; PORSCHA WILLIAMS@nye.bm. com; Ituregano@changingourworid.com Subject “RE: Advocacy Pian thanks Carolyn. At the NUL, | thought we may want fo sponsor a workshop for Work in America (WA!) fo promote The Parent Connection. | haven't discussed this with WAI yet pending word from you. Eric ~fyion BB/BS ke Youth Smoking Prevention ALPLTLIS807",2
"2085754272 Hoel, John From: Hoel, John Sont: Tuesday, November 20, 2001 11:05 AM To: Heffron, Christian ce: Turner, Honry Subject: RE: Text from SGA Audit Report T'm trying to locate the mission statement and will forward it as soon as I can,",2
"USA Today 219 Page 13a Regulation is out, litigation is in Among the hotest regulatory issues today ae tne: How 10 prevent kids trom smoking cigaretes? What to do about tbe food of handguns? How to ead sweasshop labor in tbe apparel industry? How to cope with new kinds of market power in high- teconology industries? In the old days sade legslanres or Congress would enact laws wich would be saminstered by eplior agencies ut now the era of big government over. “Regulation” & & word. So bow are these regulatory isues deing bandied? Through laws. Consider tobacco, Last spring, Coagreas punted. It gave op 9 aD to ack up the price of cigarettes. But that dda? mean Topacco companies were off the Rook. The state atorneys geo- eral bo bad sued the tobe “Smoking has cost Sealed for taxpayers hundreds 246 bition. of Billions of dollars. Tobacco targeted “The Justice tree Department is ln hs State of be Uaoo preparing a Utigation plan to take the tobacco companies to court.” — President Clinton, State of the Union address gato» med ca wea Barsorea | ‘Sent wuld be bargaining ci fo setting the ee, The a ‘rnssaon wt cgarean makers ages Sborsoe ‘er ax ~ fh enough cause people fo mone om Or conser ana Dart expect new egiaeno0 ia ‘ont The Bry Bs wh poe pe conto on ho can ‘Soy tem, Srey passed Coupe But oow several ig ea — ""von hes in Anges, Gangs Mla sad New reat — Ae lag gun ances en Sealers. Toy azo reap nde of allons of dolar medal an pole coms aa they a, coe have been svloed Hbe mabufacaer bad cupeed ther gam wi eftecave sdety ences aod te Ekta nant ced ne es wan pl “Ao ws sould conser ig woul Major Alex Poe aot Mime Coy sad ce Oe in ae Peay (jun be ray The ey run element wel, ch silent oe gun oy Bind and ato get tbe 0 Ske some prevesave Sep on ber own “All of us should consider filing lawsuits. We need to force the industry to make dramatic changes to protect unintended victims.” — Alex Peneias, mayor, Miami-Dade County, on suing handgun makers Congress won't touch tbe supject of sweatstops. Even a Whyte Bouse ma force is having trouble get {ag the apparel incusey om, (axe Sotunary” steps or lean up is ack So bow ls America deal ‘ng wih _sweatsbopa? By ‘ting the court A come og of coasumer, labor and eligous groupe & cow so Ug major companies to force them to take more responsibly for preventing garmead from being made in Sweashope Floaly comer market power i high wcaoiogy. Toe old compediive rales doa’ always apply. ita corapany becocaes. lange enough lo set an industry standard. it can the 8 power fo domunale al sos of gadgets that depend on tha andar But how bi i too bg? Ad Waal sort of andards are most unpor: ‘anf? Rather than hash out :bese questions though regulation, the US. is suing Microsoft Corp. Whatever emerges fot Cus Sul Wil set a powerful precedent Io effect, wel have a new Set of rues governing bow tbe computer, semiconductor and ‘elecommunications industries are organized. Lawsuits not the most efficient path Repuanng US industry trough laws sat te most ef len Wy of dot ie ob. Sige doa nave iarge expert sat for research and anaiyaes which regualory agencies pomem, ‘And when pints and defendaots sete net casen we cant aways be sure tbe publ interest being served. Buk permaps regulating through Lewsus is eter thas oot regulating a al ‘Years tga, tbe cours champlooed the cause of cv) ign Thar because fegslanurea, which decide tings by majority Te colin be coud om pote be ran f tuner the courts are the regulatory respocsiies Of US. indusary. Maybe tars because pollcians — more de- pendent than ever on lacus for campaign conabutons — (anit be timed to prokec the rest of ws fom big busines, ‘The era of Dig gorernipeat may be over bul the era of rege ‘ulabon through Wgacon bas just begun Robert B Rasch, profesor of social and economic policy at Brandes Univeraiy, was secretary of Labor 0 tha kat Clie ‘odmrustranon. OOZOLLLL0Z",9
